Wall time,Step,Value
1664269550.917612,0,0.044022925198078156
1664269577.3219259,1,0.01662878319621086
1664269604.6380155,2,0.012807412073016167
1664269631.3092098,3,0.010732278227806091
1664269657.9751859,4,0.009205348789691925
1664269684.215281,5,0.00800355989485979
1664269710.678329,6,0.00705503998324275
1664269737.0918598,7,0.006286549847573042
1664269763.482832,8,0.005648544058203697
1664269789.817229,9,0.005132561083883047
1664269815.970541,10,0.00473026791587472
1664269845.8183115,11,0.004419784527271986
1664269875.2341983,12,0.004166715778410435
1664269904.4689887,13,0.0039733462035655975
1664269934.0502987,14,0.0038199552800506353
1664269963.4383183,15,0.0036967857740819454
1664269993.1775556,16,0.0036016972735524178
1664270023.0779932,17,0.0035250403452664614
1664270052.5073724,18,0.003461669199168682
1664270081.976867,19,0.0034165915567427874
1664270108.3216786,20,0.0033746883273124695
1664270137.902919,21,0.003345542587339878
1664270165.8387258,22,0.003315315116196871
1664270192.4245615,23,0.003291480476036668
1664270215.9620442,24,0.0032776696607470512
1664270242.8445122,25,0.003258883487433195
1664270272.1234882,26,0.003243566257879138
1664270302.0989628,27,0.003231675596907735
1664270328.631298,28,0.00321732135489583
1664270358.727027,29,0.003209724323824048
1664270385.7133598,30,0.0032061710953712463
1664270416.1296003,31,0.003189277136698365
1664270446.1861088,32,0.0031917623709887266
1664270473.0753734,33,0.0031844794284552336
1664270499.898699,34,0.003176809521391988
1664270530.0645163,35,0.0031677186489105225
1664270559.7696137,36,0.0031612615566700697
1664270590.0391912,37,0.003158146981149912
1664270619.893287,38,0.0031556556932628155
1664270646.633342,39,0.003155151382088661
1664270673.2417316,40,0.003152527380734682
1664270703.4506302,41,0.003149684052914381
1664270730.099495,42,0.0031414867844432592
1664270759.8765185,43,0.0031419838778674603
1664270786.711892,44,0.003134399652481079
1664270816.764398,45,0.003138817846775055
1664270846.7440367,46,0.0031320040579885244
1664270873.5411878,47,0.0031305195298045874
1664270903.4789643,48,0.0031240847893059254
1664270929.9410975,49,0.0031220128294080496
1664270956.460018,50,0.0031296247616410255
1664270983.0954306,51,0.0031262566335499287
1664271009.6085312,52,0.003121309680864215
1664271039.3417647,53,0.003120449371635914
1664271069.3612814,54,0.0031152204610407352
1664271095.870774,55,0.0031198840588331223
1664271125.7797997,56,0.0031186447013169527
1664271155.948121,57,0.00311581720598042
1664271183.6817074,58,0.00311386794783175
1664271211.570916,59,0.0031097978353500366
1664271238.715322,60,0.003111915197223425
1664271265.692707,61,0.0031090835109353065
1664271296.4622746,62,0.0031058951281011105
1664271323.2972739,63,0.003106858814135194
1664271353.1475163,64,0.0031120995990931988
1664271383.3445938,65,0.003104205010458827
1664271410.0286639,66,0.0031064047943800688
1664271440.0336154,67,0.0031036834698170424
1664271466.8371649,68,0.003101940965279937
1664271497.1117456,69,0.003109472570940852
1664271523.7428925,70,0.003101983107626438
1664271553.483685,71,0.003103237133473158
1664271580.1639485,72,0.0031032960396260023
1664271606.84782,73,0.0031028608791530132
1664271637.0917482,74,0.0031023018527776003
1664271663.768268,75,0.0030986785423010588
1664271690.5229676,76,0.0030982692260295153
1664271717.2983124,77,0.0030965711921453476
1664271744.139725,78,0.0030972654931247234
1664271772.0934849,79,0.003094702260568738
1664271795.8236554,80,0.0030959027353674173
1664271819.589538,81,0.0030979474540799856
1664271843.3504286,82,0.003096634289249778
1664271870.5528102,83,0.0030946272891014814
1664271894.2050784,84,0.0030933727975934744
1664271917.9627442,85,0.0030981407035142183
1664271941.6774466,86,0.00309534789994359
1664271966.037423,87,0.0030923178419470787
1664271996.9624214,88,0.00309635023586452
1664272024.233612,89,0.0030926892068237066
1664272051.536006,90,0.003094923449680209
1664272078.2896183,91,0.0030908212065696716
1664272104.9627073,92,0.0030938712880015373
1664272135.1579242,93,0.003089928301051259
1664272162.0160534,94,0.003090787446126342
1664272188.8133447,95,0.003092401660978794
1664272215.425361,96,0.0030923583544790745
1664272242.115391,97,0.003093573497608304
1664272269.1708727,98,0.0030887180473655462
1664272295.8952348,99,0.0030898135155439377
