Wall time,Step,Value
1664330319.7481067,0,0.020856576040387154
1664330323.0925655,1,0.011071843095123768
1664330326.4124966,2,0.010480241850018501
1664330329.7354128,3,0.010139127261936665
1664330333.0532825,4,0.009910534135997295
1664330336.411227,5,0.009802433662116528
1664330339.7491105,6,0.009564251638948917
1664330343.0872068,7,0.009478463791310787
1664330346.4184558,8,0.009444592520594597
1664330349.761144,9,0.009139606729149818
1664330353.1044047,10,0.00911445077508688
1664330356.4125586,11,0.009051160886883736
1664330363.2304235,12,0.00897680688649416
1664330366.5590937,13,0.008877065032720566
1664330369.9831648,14,0.00885138288140297
1664330377.05533,15,0.00870494544506073
1664330380.53413,16,0.00869451742619276
1664330384.044168,17,0.008693418465554714
1664330387.5297887,18,0.008524124510586262
1664330390.987912,19,0.00862777978181839
1664330394.3843403,20,0.008531344123184681
1664330400.95943,21,0.008435387164354324
1664330404.3121562,22,0.008360249921679497
1664330407.6736479,23,0.008308452554047108
1664330411.0881636,24,0.008290506899356842
1664330417.8578773,25,0.008250056765973568
1664330421.2034745,26,0.008231231942772865
1664330427.901794,27,0.00816992949694395
1664330431.2490358,28,0.00818673986941576
1664330434.5908716,29,0.00816094409674406
1664330437.9386702,30,0.008055942133069038
1664330441.2559478,31,0.008101528510451317
1664330444.6051123,32,0.008022327907383442
1664330447.9321523,33,0.00797631312161684
1664330451.2815466,34,0.008015230298042297
1664330454.6631496,35,0.007985220290720463
1664330457.9896188,36,0.007914965972304344
1664330461.3588488,37,0.007948579266667366
1664330464.7371485,38,0.00790092721581459
1664330468.0864668,39,0.007878628559410572
1664330471.5117998,40,0.007872350513935089
1664330474.893559,41,0.007873295806348324
1664330481.6977067,42,0.007805510889738798
1664330485.0522504,43,0.007796604186296463
1664330488.428008,44,0.007776908576488495
1664330491.7976165,45,0.007765404414385557
1664330495.1938078,46,0.0077474103309214115
1664330498.5516376,47,0.0077834781259298325
1664330501.921042,48,0.00781139824539423
1664330505.3402095,49,0.007740194443613291
1664330508.729445,50,0.007728202268481255
1664330512.1192322,51,0.0077072810381650925
1664330515.6315503,52,0.007683077827095985
1664330519.2172189,53,0.007658754475414753
1664330522.7735896,54,0.007653342094272375
1664330526.4826078,55,0.007637226954102516
1664330530.077678,56,0.0076227253302931786
1664330533.6597097,57,0.007643834222108126
1664330537.2350402,58,0.007619245909154415
1664330540.7903721,59,0.007607027888298035
1664330544.355223,60,0.007642971817404032
1664330547.970876,61,0.007586221676319838
1664330551.5482814,62,0.007639249786734581
1664330555.1270878,63,0.007561636157333851
1664330558.7001584,64,0.007533821742981672
1664330562.2807055,65,0.007536876015365124
1664330565.8535893,66,0.007562032900750637
1664330572.7038505,67,0.007536803372204304
1664330576.2904873,68,0.007559092249721289
1664330579.8822303,69,0.007509845774620771
1664330583.4474392,70,0.00750909885391593
1664330587.0483837,71,0.007509287446737289
1664330594.1555555,72,0.007498761173337698
1664330597.630952,73,0.0075056226924061775
1664330601.1302102,74,0.007479256950318813
1664330604.6377447,75,0.007531961426138878
1664330608.1001518,76,0.007499942556023598
1664330611.6049366,77,0.007462311070412397
1664330615.079881,78,0.0074446480721235275
1664330618.5562723,79,0.0074606467969715595
1664330622.1002998,80,0.0074936565943062305
1664330625.5963395,81,0.007451222278177738
1664330629.152351,82,0.007416415028274059
1664330632.6414392,83,0.007426482159644365
1664330636.1789982,84,0.007383374962955713
1664330639.69794,85,0.0074331751093268394
1664330643.258337,86,0.007414978463202715
1664330646.747449,87,0.007377974689006805
1664330650.221393,88,0.007370321080088615
1664330653.7108219,89,0.007400004658848047
1664330657.180029,90,0.007370585575699806
1664330660.6689165,91,0.007367531303316355
1664330664.187818,92,0.007368055637925863
1664330667.6666534,93,0.007373094093054533
1664330671.163646,94,0.007384432014077902
1664330674.6447096,95,0.007353663444519043
1664330678.1317608,96,0.0073427604511380196
1664330681.6120229,97,0.007371298503130674
1664330685.086464,98,0.007337894756346941
1664330688.5682578,99,0.0073431809432804585
