Wall time,Step,Value
1664275369.2688882,0,0.11125902831554413
1664275383.402327,1,0.10488636791706085
1664275397.271832,2,0.10201205313205719
1664275411.1723197,3,0.10169552266597748
1664275425.6719475,4,0.10163857787847519
1664275439.3068092,5,0.10142206400632858
1664275452.992225,6,0.10146128386259079
1664275466.6360123,7,0.10151281207799911
1664275480.1453586,8,0.10138126462697983
1664275493.87045,9,0.10140137374401093
1664275507.4342113,10,0.10138054192066193
1664275521.0693965,11,0.10142777860164642
1664275534.7185984,12,0.10136361420154572
1664275548.2365978,13,0.10139164328575134
1664275565.453156,14,0.10133720189332962
1664275582.397355,15,0.1013774573802948
1664275596.02365,16,0.10138236731290817
1664275609.727213,17,0.1013236865401268
1664275623.379645,18,0.10135772079229355
1664275637.0645406,19,0.10134483128786087
1664275650.7582638,20,0.10129022598266602
1664275664.4269383,21,0.10131677240133286
1664275678.0495512,22,0.1012665331363678
1664275691.7420447,23,0.10132427513599396
1664275705.366496,24,0.10131485760211945
1664275718.994897,25,0.10126785188913345
1664275732.828603,26,0.10130657255649567
1664275748.153679,27,0.10126937925815582
1664275760.4018555,28,0.1012769490480423
1664275772.56539,29,0.10128220915794373
1664275784.8440952,30,0.10126800835132599
1664275797.0995777,31,0.10126000642776489
1664275812.709442,32,0.10127758979797363
1664275827.9908183,33,0.10123063623905182
1664275840.2801516,34,0.101289764046669
1664275852.5110137,35,0.10129868984222412
1664275864.7911866,36,0.10127896070480347
1664275877.028798,37,0.10126107931137085
1664275889.2593224,38,0.10125533491373062
1664275901.5637448,39,0.1012556329369545
1664275913.8290305,40,0.10122973471879959
1664275926.0325327,41,0.10129203647375107
1664275938.3879583,42,0.10124045610427856
1664275950.6744654,43,0.10125204175710678
1664275962.9760025,44,0.10120127350091934
1664275975.1913931,45,0.1012764647603035
1664275987.3733015,46,0.10126194357872009
1664275999.6400995,47,0.10124088823795319
1664276011.890736,48,0.10125405341386795
1664276024.1350222,49,0.10123161971569061
1664276036.5139763,50,0.10121537744998932
1664276048.724756,51,0.10123061388731003
1664276061.000895,52,0.10124587267637253
1664276073.3825524,53,0.10123318433761597
1664276085.648888,54,0.10124283283948898
1664276097.8795557,55,0.10123524069786072
1664276110.1070385,56,0.10122039169073105
1664276122.4719212,57,0.1012442335486412
1664276134.711071,58,0.10121219605207443
1664276146.9220634,59,0.10120712220668793
1664276159.1931162,60,0.10125186294317245
1664276171.4713826,61,0.10121817886829376
1664276184.7765427,62,0.10122527182102203
1664276198.5030916,63,0.10122375190258026
1664276212.2122288,64,0.1012197881937027
1664276225.8680108,65,0.10122229903936386
1664276239.4899993,66,0.10119318217039108
1664276253.3889198,67,0.10119316726922989
1664276267.0709376,68,0.10123104602098465
1664276280.7255268,69,0.10122889280319214
1664276294.552802,70,0.10121054202318192
1664276308.300182,71,0.10122278332710266
1664276321.9249103,72,0.10120455920696259
1664276335.5402055,73,0.10121800750494003
1664276348.726472,74,0.10118409246206284
1664276361.2491908,75,0.10120942443609238
1664276373.7168944,76,0.10119661688804626
1664276386.3045423,77,0.10122407227754593
1664276398.797816,78,0.10119170695543289
1664276411.4340768,79,0.10121084749698639
1664276423.984653,80,0.1012209951877594
1664276436.6455517,81,0.10121525824069977
1664276449.104523,82,0.10119611769914627
1664276461.6796055,83,0.10120037943124771
1664276474.2234542,84,0.10118968039751053
1664276486.7273948,85,0.10122781246900558
1664276499.230569,86,0.10123558342456818
1664276511.7016075,87,0.10119619965553284
1664276524.287733,88,0.10118743777275085
1664276536.8589127,89,0.10119146853685379
1664276549.2886739,90,0.10118743777275085
1664276561.8173676,91,0.10119332373142242
1664276574.2977085,92,0.10120649635791779
1664276586.8656354,93,0.10120552778244019
1664276599.3411052,94,0.10118654370307922
1664276612.023923,95,0.10120485723018646
1664276624.639848,96,0.10119720548391342
1664276637.1494567,97,0.1012037843465805
1664276649.919195,98,0.10119316726922989
1664276662.260637,99,0.101193368434906
